dataset_label,backbone_label,explainer,runs,hr10_mean,hr10_std,hr50_mean,hr50_std,hr100_mean,hr100_std,mrr_mean,mrr_std,validity_mean,validity_std,no_cf_found_mean,no_cf_found_std,mean_explanation_size_mean,mean_explanation_size_std,mean_score_drop_mean,mean_score_drop_std,mean_cf_pce_mean,mean_cf_pce_std,mean_sps_mean,mean_sps_std,mean_minimality_gap_mean,mean_minimality_gap_std,repair_changed_rate_mean,repair_changed_rate_std,mean_per_user_elapsed_seconds_mean,mean_per_user_elapsed_seconds_std,mean_ranking_seconds_mean,mean_ranking_seconds_std,mean_candidate_eval_seconds_mean,mean_candidate_eval_seconds_std,mean_vapc_scoring_seconds_mean,mean_vapc_scoring_seconds_std
ML1M,history_neumf,grad_input_base,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.5966666666666667,0.1305118130030126,0.4033333333333333,0.13051181300301262,2.1000039597687494,0.23992158386615411,0.01417820732651629,0.0033473237406571937,0.3729020599187512,0.019460523566948468,0.35846202930289595,0.03330764595398022,0.0,0.0,0.0,0.0,0.01177507427132999,0.00015085530616786963,0.005172031371233364,0.0002802566234905561,0.0060595198262793325,0.00016159359817227118,0.0,0.0
ML1M,history_neumf,grad_input_vapc,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.5966666666666667,0.1305118130030126,0.4033333333333333,0.13051181300301262,2.987536627860933,0.2167336865790992,0.020567178009283687,0.005414345570535801,0.342722138045168,0.01795525768425915,0.3292036841137648,0.026898286542398956,0.8875326680921835,0.026553288879047336,0.53,0.11789826122551596,0.01191276491774867,0.0001565136265059655,0.005172031371233364,0.0002802566234905561,0.0060595198262793325,0.00016159359817227118,0.00013769064641868075,2.6177843872749477e-05
ML1M,history_neumf,loo_base,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.5966666666666667,0.1305118130030126,0.4033333333333333,0.13051181300301262,2.059142446081149,0.18535383247208426,0.01405491731142986,0.003442205226022341,0.37892743771725673,0.016990914218012305,0.3654535907792211,0.027763535703034404,0.0,0.0,0.0,0.0,0.010216006201226265,0.00027432369107963816,0.0035080089940068625,5.750354106622045e-05,0.006149041634829094,0.0002150182423236238,0.0,0.0
ML1M,history_neumf,loo_vapc,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.5966666666666667,0.1305118130030126,0.4033333333333333,0.13051181300301262,2.9539214909849267,0.17197072963517976,0.020465163830334848,0.005503613076376472,0.34306733642631765,0.01720996936248662,0.3305150661237433,0.024989106745408596,0.8947790449037777,0.02172579864156977,0.5333333333333333,0.11239810200058246,0.010356690314753602,0.00029025292339782,0.0035080089940068625,5.750354106622045e-05,0.006149041634829094,0.0002150182423236238,0.0001406841135273377,2.4280097076408586e-05
ML1M,history_neumf,lxr_base,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.4766666666666666,0.11239810200058241,0.5233333333333333,0.11239810200058241,2.4498050682261208,0.22784933327431983,0.013761952368371898,0.003566968036179773,0.35687860717275166,0.056090600845331434,0.3406073277334712,0.06583836026101951,0.0,0.0,0.0,0.0,0.008081548465415835,8.575395169028787e-05,0.001594632521737367,4.3623080113653164e-05,0.005937849862966686,0.00012105968156557359,0.0,0.0
ML1M,history_neumf,lxr_vapc,3,0.10071743929359822,0.003912099028354804,0.2293046357615894,0.01517409170515178,0.3137417218543046,0.025702275987185462,0.043886409103407555,0.003151870869041295,0.4766666666666666,0.11239810200058241,0.5233333333333333,0.11239810200058241,3.233333333333333,0.2516611478423583,0.018143381227759128,0.004638415272588458,0.31801466077589957,0.0602375270030932,0.30844759617827316,0.06939762517995683,0.7835282651072125,0.06963506207675177,0.37666666666666665,0.11590225767142474,0.00819752913278838,0.00010097357168384002,0.001594632521737367,4.3623080113653164e-05,0.005937849862966686,0.00012105968156557359,0.00011598066737254461,2.0595637256147155e-05
