dataset,base_explainer,seeds,users_mean,paired_valid_users_mean,validity_delta_mean,validity_delta_std,no_cf_found_delta_mean,no_cf_found_delta_std,cf_pce_improvement_mean,cf_pce_improvement_std,abs_sps_improvement_mean,abs_sps_improvement_std,minimality_gap_mean,minimality_gap_std,repair_changed_rate_mean,repair_changed_rate_std,win_mean,tie_mean,loss_mean
YelpDense_u2000_i1000,loo,3,100.0,31.666666666666668,0.0,0.0,0.0,0.0,0.022036711946519225,0.011650073973514382,0.027227421368037116,0.00850259115130801,0.7392883079157588,0.09496720114121292,0.2366666666666667,0.05773502691896257,15.333333333333334,8.333333333333334,8.0
YelpDense_u2000_i1000,lxr,3,100.0,24.666666666666668,0.0,0.0,0.0,0.0,0.02292125823463664,0.017366518303424828,0.03219377069977128,0.023039740549772054,0.6375457875457875,0.12902186211988517,0.16,0.055677643628300216,8.666666666666666,9.0,7.0
