dataset,base_explainer,seeds,users_mean,paired_valid_users_mean,validity_delta_mean,validity_delta_std,no_cf_found_delta_mean,no_cf_found_delta_std,cf_pce_improvement_mean,cf_pce_improvement_std,abs_sps_improvement_mean,abs_sps_improvement_std,minimality_gap_mean,minimality_gap_std,repair_changed_rate_mean,repair_changed_rate_std,win_mean,tie_mean,loss_mean
ML1M,loo,3,30.0,19.666666666666668,0.0,0.0,0.0,0.0,0.06256499265634304,0.01723953869909517,0.08512461999843306,0.02126481036019725,0.8321814637604111,0.05116481493716986,0.5444444444444444,0.050917507721731585,11.333333333333334,3.3333333333333335,5.0
ML1M,lxr,3,30.0,13.666666666666666,0.0,0.0,0.0,0.0,0.04110716442766029,0.03728543585060776,0.042453965918644164,0.03699990597343731,0.8819444444444445,0.06240733871850274,0.39999999999999997,0.08819171036881972,7.333333333333333,1.6666666666666667,4.666666666666667
