dataset,seed,base_explainer,users,paired_valid_users,base_validity,vapc_validity,validity_delta,base_no_cf_found,vapc_no_cf_found,no_cf_found_delta,cf_pce_improvement,abs_sps_improvement,mean_minimality_gap,median_minimality_gap,repair_changed_rate,win,tie,loss
ML1M,0,loo,30,19,0.6333333333333333,0.6333333333333333,0.0,0.36666666666666664,0.36666666666666664,0.0,0.05718295436031518,0.07928503492397784,0.7894736842105263,1.0,0.5,11,4,4
ML1M,1,loo,30,18,0.6,0.6,0.0,0.4,0.4,0.0,0.04865851372806043,0.06738971345109875,0.8888888888888888,1.0,0.5333333333333333,11,2,5
ML1M,2,loo,30,22,0.7333333333333333,0.7333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0818535098806535,0.10869911162022255,0.8181818181818182,1.0,0.6,12,4,6
ML1M,0,lxr,30,10,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.08125058826971962,0.0812505882200491,0.9,1.0,0.3,8,1,1
ML1M,1,lxr,30,15,0.5,0.5,0.0,0.5,0.5,0.0,0.03451072127008663,0.03855112557540019,0.9333333333333333,1.0,0.4666666666666667,9,1,5
ML1M,2,lxr,30,16,0.5333333333333333,0.5333333333333333,0.0,0.4666666666666667,0.4666666666666667,0.0,0.007560183743174614,0.007560183960483196,0.8125,1.0,0.43333333333333335,5,3,8
