dataset,explainer,segment,seeds,users_mean,validity_mean,validity_std,no_cf_found_mean,no_cf_found_std,cf_pce_mean,cf_pce_std,sps_mean,sps_std,history_pop_median_mean
YelpDense_u2000_i1000,loo,mainstream,3,48.666666666666664,0.2670068027210884,0.053103724476176825,0.7329931972789115,0.05310372447617686,0.24034790669407657,0.0551594286203927,0.15674088805999006,0.08173030072582434,0.6983437575315401
YelpDense_u2000_i1000,loo,niche,3,51.333333333333336,0.3632478632478633,0.05539950191578538,0.6367521367521367,0.05539950191578543,0.25091563130406414,0.007330153449010242,0.23332003644492724,0.012324991688188635,0.37360869125543134
YelpDense_u2000_i1000,lxr,mainstream,3,48.666666666666664,0.19104308390022676,0.10181854097776277,0.8089569160997732,0.10181854097776277,0.21807226882040376,0.045894592402234737,0.11675366136926286,0.12073821062214143,0.6983437575315401
YelpDense_u2000_i1000,lxr,niche,3,51.333333333333336,0.2986425339366516,0.021116138763197567,0.7013574660633485,0.02111613876319759,0.18705714136313564,0.030334330199949095,0.10014149088867132,0.04891942093079267,0.37360869125543134
