dataset,explainer,seeds,hr10_mean,hr10_std,validity_mean,validity_std,no_cf_found_mean,no_cf_found_std,explanation_size_mean,explanation_size_std,score_drop_mean,score_drop_std,cf_pce_mean,cf_pce_std,sps_mean,sps_std
YelpDense_u2000_i1000,loo,3,0.02857142857142857,0.012876968840942818,0.3166666666666667,0.04041451884327379,0.6833333333333332,0.04041451884327381,2.425199709513435,0.08821736102582643,0.03139846776825151,0.0020443734107983406,0.24841457556005486,0.02700475426808896,0.20311369501624346,0.033927055927953184
YelpDense_u2000_i1000,lxr,3,0.02857142857142857,0.012876968840942818,0.24666666666666667,0.04163331998932267,0.7533333333333333,0.04163331998932268,2.3355311355311357,0.36422659313952127,0.025912047993569148,0.0012906340843214907,0.20011814992532143,0.0325408639070308,0.11836064568237066,0.04997077791618545
