dataset,seed,explainer,users,mean_abs_raw_pop_shift,mean_raw_pop_shift,mean_raw_wasserstein,mean_cf_pce,mean_sps
Amazon-M10S5,0,grad_input_base,91,0.21137166252503028,0.07293811505967444,0.24283952174917775,0.25500934972584766,0.11197830206096843
Amazon-M10S5,1,grad_input_base,80,0.2826091889292002,0.24649409465491773,0.29135228613381253,0.3800276503019231,0.3453062925838852
Amazon-M10S5,2,grad_input_base,89,0.19436295548181856,0.14420662535710282,0.21547133405722654,0.2772817168913835,0.22385871316385886
Amazon-M10S5,0,grad_input_vapc,91,0.15142680164221878,0.049712913049446354,0.18278477716672867,0.20648139977617572,0.09037125458434539
Amazon-M10S5,1,grad_input_vapc,80,0.22623748667538165,0.1973723080009222,0.236192051895087,0.32337244114070934,0.29027145376422064
Amazon-M10S5,2,grad_input_vapc,89,0.14716982473148388,0.11334809192110983,0.16964972249614402,0.22696958405768078,0.18882270304296594
Amazon-M10S5,0,loo_base,92,0.20934441021603087,0.07340525625192601,0.23968057624084182,0.2532988069518614,0.11243697300275782
Amazon-M10S5,1,loo_base,80,0.2788225866854191,0.25000110641121864,0.2900188280155037,0.37830891871882194,0.3476811004451061
Amazon-M10S5,2,loo_base,89,0.1967344009474422,0.14564985103821487,0.2197963778416644,0.2873784243463778,0.23712753234890208
Amazon-M10S5,0,loo_vapc,92,0.14673018552686856,0.05225716822821161,0.1783857234427016,0.20153595493707324,0.0957477572847551
Amazon-M10S5,1,loo_vapc,80,0.2302221205085516,0.20135694332420825,0.24015915255190007,0.3268429497366298,0.2937419624222293
Amazon-M10S5,2,loo_vapc,89,0.15339453133304468,0.11737926521997773,0.17396717481125126,0.23325878873940542,0.19504935382622857
Amazon-M10S5,0,lxr_base,67,0.16157079298994434,0.1141095906496048,0.19500310269663845,0.21059594634215642,0.17198636288342695
Amazon-M10S5,1,lxr_base,49,0.2620845236340348,0.2596070699545802,0.27421338999460015,0.3104287442677136,0.3002870149572751
Amazon-M10S5,2,lxr_base,65,0.2045706102481255,0.19129630097976097,0.22586873407039995,0.2637450241285505,0.24044580322779505
Amazon-M10S5,0,lxr_vapc,67,0.13289450353650906,0.07893676277416856,0.15911117752907034,0.18639636220384168,0.13678977418375707
Amazon-M10S5,1,lxr_vapc,49,0.19124290164636107,0.18702414935948897,0.21373484648332458,0.24441976724165543,0.22924075140710853
Amazon-M10S5,2,lxr_vapc,65,0.1736745183284466,0.1646373409491319,0.18931478289184941,0.23592951230971757,0.21627462977692258
Amazon-M10S5,0,mc_shapley_base,91,0.2032023943387545,0.060369515812004004,0.23639420177593157,0.2524925410704761,0.10720711846350928
Amazon-M10S5,1,mc_shapley_base,81,0.2524678604102429,0.21088876841980733,0.2711112652930392,0.3407079056550846,0.29618265348430106
Amazon-M10S5,2,mc_shapley_base,74,0.1704636812210083,0.08784946396544173,0.19772578313475636,0.23210634722150836,0.15149823404118157
Amazon-M10S5,0,mc_shapley_vapc,91,0.14820525033788368,0.04848585662605998,0.17830734394321673,0.21039478205079082,0.09537883026629858
Amazon-M10S5,1,mc_shapley_vapc,81,0.19310975037975076,0.15982511492423068,0.20936122171149898,0.2809587252287956,0.2435066350392838
Amazon-M10S5,2,mc_shapley_vapc,74,0.13880097463324265,0.09620807621930097,0.16667198488538684,0.21012706198488365,0.15850568806032406
