dataset,explainer,segment,seeds,users_mean,validity_mean,validity_std,no_cf_found_mean,no_cf_found_std,cf_pce_mean,cf_pce_std,sps_mean,sps_std,history_pop_median_mean
AmazonBooksDense_u3000_i1500,loo,mainstream,3,35.666666666666664,0.7193121693121692,0.2378971839404917,0.2806878306878307,0.2378971839404917,0.2526433572759827,0.024261588543053773,0.2267261461305736,0.044697986004097516,0.8053823997734716
AmazonBooksDense_u3000_i1500,loo,niche,3,38.333333333333336,0.730544309491678,0.15827107953500374,0.2694556905083221,0.15827107953500374,0.333591620329565,0.03918122344012482,0.3294681566911912,0.04466161104732611,0.380998980057867
AmazonBooksDense_u3000_i1500,lxr,mainstream,3,35.666666666666664,0.5798941798941799,0.14514554543932842,0.4201058201058201,0.14514554543932845,0.2146949328822746,0.039729776777159775,0.1715988187285362,0.0413121222962426,0.8053823997734716
AmazonBooksDense_u3000_i1500,lxr,niche,3,38.333333333333336,0.565677013045434,0.1269602414868195,0.43432298695456595,0.12696024148681945,0.2176234382444127,0.017327028814480235,0.1719131147516797,0.03565499527185372,0.380998980057867
