dataset,explainer,seeds,hr10_mean,hr10_std,validity_mean,validity_std,no_cf_found_mean,no_cf_found_std,explanation_size_mean,explanation_size_std,score_drop_mean,score_drop_std,cf_pce_mean,cf_pce_std,sps_mean,sps_std
Amazon-M20S10,grad_input_base,3,0.0847457627118644,0.014947747520138926,0.711864406779661,0.14326239924413525,0.288135593220339,0.1432623992441352,4.052272242707001,0.6613166306428407,0.04746244685084091,0.021044648831079676,0.2613796282865906,0.07554199945838384,0.19950846357504903,0.10916973651756544
Amazon-M20S10,grad_input_vapc,3,0.0847457627118644,0.014947747520138926,0.711864406779661,0.14326239924413525,0.288135593220339,0.1432623992441352,4.9725289713296705,0.6283663754884761,0.059483045727837754,0.026821923352527643,0.2187901737228708,0.0687995901951525,0.16779379443121223,0.09357128895620725
Amazon-M20S10,loo_base,3,0.0847457627118644,0.014947747520138926,0.711864406779661,0.1441508567477184,0.288135593220339,0.14415085674771835,4.029903180611028,0.6603556665470182,0.047340805074108046,0.021904361718720525,0.26226418797608764,0.0750610096528094,0.20357205311144524,0.11029882629247642
Amazon-M20S10,loo_vapc,3,0.0847457627118644,0.014947747520138926,0.711864406779661,0.1441508567477184,0.288135593220339,0.14415085674771835,4.94812164112001,0.6203851169142481,0.05938565893439385,0.027588892507654745,0.22063107698192988,0.07124409412828693,0.17172093262632504,0.0928646055360249
Amazon-M20S10,lxr_base,3,0.0847457627118644,0.014947747520138926,0.5649717514124294,0.10371502684003289,0.43502824858757067,0.10371502684003288,4.565726876572252,0.1459925801917438,0.04083629063953777,0.017475683213272884,0.21213566659052752,0.04307323055469121,0.19281695628891868,0.053104593077789114
Amazon-M20S10,lxr_vapc,3,0.0847457627118644,0.014947747520138926,0.5649717514124294,0.10371502684003289,0.43502824858757067,0.10371502684003288,5.397278958133668,0.15851365001610362,0.05077302897844566,0.02323489645961052,0.18359735284498027,0.02942511350189415,0.1626412840063909,0.040803441858205836
Amazon-M20S10,mc_shapley_base,3,0.0847457627118644,0.014947747520138926,0.6930320150659134,0.12712910607711997,0.30696798493408667,0.12712910607711994,4.141977514520717,0.9209173005069833,0.04775018174932799,0.0208230195423462,0.24020740273067362,0.06448975577893255,0.17195878842647694,0.09153544364459333
Amazon-M20S10,mc_shapley_vapc,3,0.0847457627118644,0.014947747520138926,0.6930320150659134,0.12712910607711997,0.30696798493408667,0.12712910607711994,5.0529409649412615,0.9077653993547827,0.059730518931303406,0.026544190821230988,0.2067651040694203,0.04928428701384211,0.15370147254262848,0.07052855699735604
